Timestamp,CP_ID,Message_Type,Label
2025-12-11T22:06:52.229607,CP_008,MeterValues,attack_meta
2025-12-11T22:06:52.232487,CP_009,MeterValues,attack_meta
2025-12-11T22:06:52.234211,CP_010,MeterValues,attack_meta
2025-12-11T22:06:53.238229,CP_001,MeterValues,attack_meta
2025-12-11T22:06:53.239993,CP_002,MeterValues,attack_meta
2025-12-11T22:06:53.241726,CP_003,MeterValues,attack_meta
2025-12-11T22:06:53.243713,CP_004,MeterValues,attack_meta
2025-12-11T22:06:53.245940,CP_005,MeterValues,attack_meta
2025-12-11T22:06:53.248012,CP_006,MeterValues,attack_meta
2025-12-11T22:06:53.250203,CP_007,MeterValues,attack_meta
2025-12-11T22:06:53.253415,CP_008,MeterValues,attack_meta
2025-12-11T22:06:53.255237,CP_009,MeterValues,attack_meta
2025-12-11T22:06:53.256530,CP_010,MeterValues,attack_meta
2025-12-11T22:06:53.502991,CP_010,Heartbeat,attack_meta
2025-12-11T22:06:53.503098,CP_007,Heartbeat,attack_meta
2025-12-11T22:06:53.503194,CP_006,Heartbeat,attack_meta
2025-12-11T22:06:53.503358,CP_008,Heartbeat,attack_meta
2025-12-11T22:06:53.503468,CP_009,Heartbeat,attack_meta
2025-12-11T22:06:54.271902,CP_001,MeterValues,attack_meta
2025-12-11T22:06:54.274076,CP_002,MeterValues,attack_meta
2025-12-11T22:06:54.276216,CP_003,MeterValues,attack_meta
2025-12-11T22:06:54.278336,CP_004,MeterValues,attack_meta
2025-12-11T22:06:54.280841,CP_005,MeterValues,attack_meta
2025-12-11T22:06:54.282856,CP_006,MeterValues,attack_meta
2025-12-11T22:06:54.284765,CP_007,MeterValues,attack_meta
2025-12-11T22:06:54.287671,CP_008,MeterValues,attack_meta
2025-12-11T22:06:54.289636,CP_009,MeterValues,attack_meta
2025-12-11T22:06:54.291635,CP_010,MeterValues,attack_meta
2025-12-11T22:06:55.309113,CP_001,MeterValues,attack_meta
2025-12-11T22:06:55.311440,CP_002,MeterValues,attack_meta
2025-12-11T22:06:55.313358,CP_003,MeterValues,attack_meta
2025-12-11T22:06:55.314934,CP_004,MeterValues,attack_meta
2025-12-11T22:06:55.316403,CP_005,MeterValues,attack_meta
2025-12-11T22:06:55.318095,CP_006,MeterValues,attack_meta
2025-12-11T22:06:55.321250,CP_007,MeterValues,attack_meta
2025-12-11T22:06:55.324051,CP_008,MeterValues,attack_meta
2025-12-11T22:06:55.326019,CP_009,MeterValues,attack_meta
2025-12-11T22:06:55.328448,CP_010,MeterValues,attack_meta
2025-12-11T22:06:56.341739,CP_001,MeterValues,attack_meta
2025-12-11T22:06:56.343649,CP_002,MeterValues,attack_meta
2025-12-11T22:06:56.345537,CP_003,MeterValues,attack_meta
2025-12-11T22:06:56.347362,CP_004,MeterValues,attack_meta
2025-12-11T22:06:56.349441,CP_005,MeterValues,attack_meta
2025-12-11T22:06:56.351377,CP_006,MeterValues,attack_meta
2025-12-11T22:06:56.353193,CP_007,MeterValues,attack_meta
2025-12-11T22:06:56.355742,CP_008,MeterValues,attack_meta
2025-12-11T22:06:56.358533,CP_009,MeterValues,attack_meta
2025-12-11T22:06:56.360548,CP_010,MeterValues,attack_meta
2025-12-11T22:06:57.369657,CP_001,MeterValues,attack_meta
2025-12-11T22:06:57.371200,CP_002,MeterValues,attack_meta
2025-12-11T22:06:57.372690,CP_003,MeterValues,attack_meta
2025-12-11T22:06:57.374304,CP_004,MeterValues,attack_meta
2025-12-11T22:06:57.376615,CP_005,MeterValues,attack_meta
2025-12-11T22:06:57.379868,CP_006,MeterValues,attack_meta
2025-12-11T22:06:57.382951,CP_007,MeterValues,attack_meta
2025-12-11T22:06:57.385342,CP_008,MeterValues,attack_meta
2025-12-11T22:06:57.386891,CP_009,MeterValues,attack_meta
2025-12-11T22:06:57.388429,CP_010,MeterValues,attack_meta
2025-12-11T22:06:58.392517,CP_001,MeterValues,attack_meta
2025-12-11T22:06:58.394486,CP_002,MeterValues,attack_meta
2025-12-11T22:06:58.396511,CP_003,MeterValues,attack_meta
2025-12-11T22:06:58.398137,CP_004,MeterValues,attack_meta
2025-12-11T22:06:58.399617,CP_005,MeterValues,attack_meta
2025-12-11T22:06:58.401162,CP_006,MeterValues,attack_meta
2025-12-11T22:06:58.403634,CP_007,MeterValues,attack_meta
2025-12-11T22:06:58.405881,CP_008,MeterValues,attack_meta
2025-12-11T22:06:58.408244,CP_009,MeterValues,attack_meta
